State_FIPS,County_FIPS,State,County,Poverty_Est_All_Ages,Poverty_Per_All_Ages,Poverty_Est_Age_0-17,Poverty_Per_Age_ 0-17,Poverty_Est_Age_5-17,Poverty_Per_Age_5-17,Med_HH_Inc
1,0,AL,Alabama,"905,682",19.2,"298,682",27.4,"207,154",25.9,"42,917"
1,1,AL,Autauga County,"7,204",13.1,"2,505",18.1,"1,832",17.4,"54,366"
1,3,AL,Baldwin County,"25,696",13,"8,637",19.8,"6,118",18.7,"49,626"
1,5,AL,Barbour County,"5,943",25.4,"2,137",38.1,"1,521",37,"34,971"
1,7,AL,Bibb County,"3,666",18.1,"1,237",26.8,866,25.2,"39,546"
1,9,AL,Blount County,"10,000",17.5,"3,241",24.1,"2,248",22.5,"45,567"
1,11,AL,Bullock County,"3,179",35.1,980,43.1,649,40.4,"26,580"
1,13,AL,Butler County,"4,988",25,"1,735",36.7,"1,235",35.3,"32,512"
1,15,AL,Calhoun County,"23,114",20.5,"7,080",28.1,"4,738",25.4,"41,123"
1,17,AL,Chambers County,"7,170",21.3,"2,255",31.6,"1,562",30.2,"34,116"
1,19,AL,Cherokee County,"4,768",18.6,"1,462",27.9,"1,019",25.4,"38,013"
1,21,AL,Chilton County,"7,874",18.1,"2,896",27.6,"2,070",26.9,"41,450"
1,23,AL,Choctaw County,"3,293",25,867,31.9,592,28.7,"35,049"
1,25,AL,Clarke County,"6,137",24.9,"1,881",33.7,"1,333",31.6,"36,620"
1,27,AL,Clay County,"2,592",19.5,835,28.9,581,26.7,"35,940"
1,29,AL,Cleburne County,"2,527",17,854,24.8,601,23.1,"40,418"
1,31,AL,Coffee County,"8,407",16.8,"2,974",25,"2,126",24.1,"46,931"
1,33,AL,Colbert County,"9,022",16.7,"2,949",25.3,"2,145",24.9,"43,057"
1,35,AL,Conecuh County,"3,846",30.6,"1,103",41.2,752,37.8,"29,101"
1,37,AL,Coosa County,"1,976",18.8,568,29,401,27.8,"34,679"
1,39,AL,Covington County,"7,778",20.8,"2,493",30.2,"1,760",29.1,"36,149"
1,41,AL,Crenshaw County,"2,929",21.2,873,28,610,26.8,"34,445"
1,43,AL,Cullman County,"13,809",17.2,"4,219",23.5,"2,892",21.9,"39,922"
1,45,AL,Dale County,"10,865",22.4,"3,869",33.5,"2,649",31.4,"41,940"
1,47,AL,Dallas County,"14,470",35.2,"5,134",49.5,"3,401",44.8,"26,602"
1,49,AL,DeKalb County,"16,856",24,"6,314",36.5,"4,714",36.4,"36,241"
1,51,AL,Elmore County,"10,867",14.4,"3,808",20.7,"2,641",19.4,"54,298"
1,53,AL,Escambia County,"8,639",25.1,"2,588",31.6,"1,861",31.4,"37,077"
1,55,AL,Etowah County,"19,291",19,"6,606",29.5,"4,494",27.2,"39,904"
1,57,AL,Fayette County,"3,425",20.6,"1,056",29.2,739,27.1,"35,664"
1,59,AL,Franklin County,"7,222",23.1,"2,688",35.5,"1,965",35.6,"33,881"
1,61,AL,Geneva County,"6,303",23.9,"2,129",36.4,"1,509",34.9,"34,425"
1,63,AL,Greene County,"2,819",33.2,905,45.7,638,42.9,"26,504"
1,65,AL,Hale County,"4,182",28.1,"1,295",36.8,914,35.3,"33,315"
1,67,AL,Henry County,"2,925",17.3,984,27.4,700,26.3,"39,930"
1,69,AL,Houston County,"20,643",20.1,"7,564",31.1,"5,332",29.8,"40,124"
1,71,AL,Jackson County,"11,440",22,"3,241",28.8,"2,345",27.8,"36,923"
1,73,AL,Jefferson County,"125,778",19.5,"44,281",29.4,"31,119",28.9,"44,852"
1,75,AL,Lamar County,"2,856",20.6,857,28.3,596,25.7,"34,553"
1,77,AL,Lauderdale County,"17,041",18.7,"4,951",26.3,"3,238",23,"41,324"
1,79,AL,Lawrence County,"5,499",16.6,"1,666",23.2,"1,162",21.5,"41,574"
1,81,AL,Lee County,"37,752",25.2,"8,668",26.4,"5,972",24.9,"41,256"
1,83,AL,Limestone County,"11,912",13.6,"3,970",18.9,"2,711",17.3,"51,175"
1,85,AL,Lowndes County,"3,285",31.4,"1,040",42.7,694,40.2,"30,675"
1,87,AL,Macon County,"5,649",32.1,"1,542",44.4,"1,114",43.5,"28,518"
1,89,AL,Madison County,"48,750",14.2,"15,731",20.3,"10,602",18.4,"58,833"
1,91,AL,Marengo County,"5,071",25.6,"1,500",32.7,"1,067",31.5,"32,977"
1,93,AL,Marion County,"5,925",20.2,"1,663",26.4,"1,157",24.6,"37,707"
1,95,AL,Marshall County,"20,528",22,"7,592",33.3,"4,959",29.8,"36,536"
1,97,AL,Mobile County,"80,016",19.6,"29,300",29.8,"20,557",29,"42,943"
1,99,AL,Monroe County,"5,484",25.3,"1,693",33.3,"1,202",31,"34,733"
1,101,AL,Montgomery County,"48,844",22.5,"17,190",32.2,"11,262",29.5,"43,054"
1,103,AL,Morgan County,"17,665",15,"6,365",23.4,"4,679",23.3,"45,082"
1,105,AL,Perry County,"4,246",46.9,"1,437",65.9,957,58.1,"27,403"
1,107,AL,Pickens County,"4,667",25,"1,417",34.5,"1,013",33,"31,933"
1,109,AL,Pike County,"8,237",26.4,"2,172",34,"1,534",34.1,"31,844"
1,111,AL,Randolph County,"4,512",20.4,"1,462",29.8,"1,040",28.6,"36,939"
1,113,AL,Russell County,"12,309",20.9,"4,501",30.3,"3,130",30.3,"35,585"
1,115,AL,St. Clair County,"12,071",14.3,"3,634",18.5,"2,530",17.6,"50,571"
1,117,AL,Shelby County,"19,610",9.6,"5,813",11.7,"4,028",10.7,"69,432"
1,119,AL,Sumter County,"4,692",38.1,"1,315",51.1,885,45.2,"25,413"
1,121,AL,Talladega County,"17,499",22.5,"5,749",32.7,"3,975",30.3,"39,999"
1,123,AL,Tallapoosa County,"8,633",21.3,"2,924",34.1,"1,935",31.1,"36,779"
1,125,AL,Tuscaloosa County,"34,553",18,"9,729",23.2,"6,843",22.9,"46,892"
1,127,AL,Walker County,"15,161",23.5,"4,671",32.9,"2,932",28.2,"37,245"
1,129,AL,Washington County,"3,077",18.5,"1,000",26.7,708,24.2,"41,321"
1,131,AL,Wilcox County,"3,697",33.7,"1,289",47.1,924,43.8,"24,035"
1,133,AL,Winston County,"4,796",20.1,"1,603",32,"1,076",28.4,"35,528"
2,0,AK,Alaska,"81,622",11.4,"28,273",15.5,"18,113",14.1,"70,898"
2,13,AK,Aleutians East Borough,544,16.2,52,15.6,33,13.6,"55,462"
2,16,AK,Aleutians West Census Area,549,9.9,67,9.7,42,8.6,"68,387"
2,20,AK,Anchorage Borough,"29,207",10,"10,359",14.2,"6,543",12.7,"75,200"
2,50,AK,Bethel Census Area,"4,166",23.8,"1,997",31.7,"1,391",31.9,"45,808"
2,60,AK,Bristol Bay Borough,89,9.5,23,12.2,15,10.9,"75,364"
2,68,AK,Denali Borough,133,7.1,32,8.9,21,7.7,"69,692"
2,70,AK,Dillingham Census Area,867,17.5,388,25,250,24.6,"51,082"
2,90,AK,Fairbanks North Star Borough,"9,011",9.5,"2,481",10.6,"1,524",9.6,"67,801"
2,100,AK,Haines Borough,252,9.8,75,15.4,50,12.9,"67,260"
2,105,AK,Hoonah-Angoon Census Area,397,19.1,124,31,82,28.1,"51,687"
2,110,AK,Juneau Borough,"2,500",7.9,668,9.6,407,8,"80,835"
2,122,AK,Kenai Peninsula Borough,"6,472",11.5,"1,882",14.5,"1,177",12.6,"62,532"
2,130,AK,Ketchikan Gateway Borough,"1,685",12.4,533,17.6,335,15.6,"57,776"
2,150,AK,Kodiak Island Borough,"1,146",8.3,387,11,236,9.7,"67,972"
2,164,AK,Lake and Peninsula Borough,288,17.7,101,22.4,65,21.5,"45,570"
2,170,AK,Matanuska-Susitna Borough,"10,243",10.7,"3,411",13.1,"2,294",11.9,"73,981"
2,180,AK,Nome Census Area,"2,509",26.1,"1,142",34,730,31.8,"47,160"
2,185,AK,North Slope Borough,"1,112",11.5,404,16.5,252,15.4,"75,682"
2,188,AK,Northwest Arctic Borough,"1,771",23.2,793,28.9,502,26.7,"65,192"
2,195,AK,Petersburg Borough,276,8.8,79,11.4,51,10.5,"56,655"
2,198,AK,Prince of Wales-Hyder Census Area,"1,105",17.4,393,25.9,255,23.2,"43,245"
2,220,AK,Sitka Borough,750,8.6,199,10.3,125,9.1,"65,765"
2,230,AK,Skagway Municipality,37,3.6,7,5.2,5,6.1,"69,170"
2,240,AK,Southeast Fairbanks Census Area,949,13.8,359,20.6,237,19.3,"59,641"
2,261,AK,Valdez-Cordova Census Area,931,9.9,260,11.4,164,10.2,"73,998"
2,270,AK,Wade Hampton Census Area,"2,845",35.7,"1,454",43.7,947,42,"30,877"
2,275,AK,Wrangell City and Borough,280,11.9,74,15.6,47,13.1,"52,201"
2,282,AK,Yakutat Borough,94,14.8,30,24.8,20,23.8,"52,595"
2,290,AK,Yukon-Koyukuk Census Area,"1,416",25.7,499,32.9,313,29.4,"36,708"
4,0,AZ,Arizona,"1,195,889",18.2,"406,457",25.6,"278,735",24,"50,036"
4,1,AZ,Apache County,"23,458",33.1,"8,189",39.5,"5,806",38,"32,366"
4,3,AZ,Cochise County,"22,879",18.7,"7,699",27.5,"5,209",26.4,"45,025"
4,5,AZ,Coconino County,"27,154",21.3,"7,348",24.8,"4,803",22.6,"48,653"
4,7,AZ,Gila County,"12,683",24.4,"4,132",39.2,"2,657",35.3,"37,677"
4,9,AZ,Graham County,"6,907",20,"2,531",24.1,"1,689",22.2,"46,046"
4,11,AZ,Greenlee County,955,10.3,294,11.5,195,10.2,"59,416"
4,12,AZ,La Paz County,"4,545",22.8,"1,207",35.1,845,33.7,"32,533"
4,13,AZ,Maricopa County,"687,643",17.1,"243,596",24.3,"167,354",22.8,"53,929"
4,15,AZ,Mohave County,"41,178",20.8,"11,804",32,"8,422",30.6,"37,704"
4,17,AZ,Navajo County,"30,157",28.5,"10,515",35.4,"7,299",33.4,"35,457"
4,19,AZ,Pima County,"183,590",18.7,"55,777",25.9,"39,117",25.1,"45,871"
4,21,AZ,Pinal County,"66,073",17.6,"24,369",25.4,"15,266",21.3,"49,876"
4,23,AZ,Santa Cruz County,"10,966",23.6,"4,521",34.6,"3,102",32,"37,465"
4,25,AZ,Yavapai County,"33,589",15.6,"8,749",23.6,"5,762",20.5,"44,145"
4,27,AZ,Yuma County,"44,112",22.6,"15,724",30,"11,209",30,"39,700"
5,0,AR,Arkansas,"539,999",18.7,"183,334",26.3,"123,704",24.5,"41,335"
5,1,AR,Arkansas County,"3,735",20.4,"1,207",28.6,819,27.6,"36,409"
5,3,AR,Ashley County,"4,707",22.7,"1,613",33.1,"1,180",33.7,"36,176"
5,5,AR,Baxter County,"6,021",14.9,"1,830",25.6,"1,254",23.4,"37,873"
5,7,AR,Benton County,"28,436",11.9,"10,522",16.2,"7,164",15.1,"57,408"
5,9,AR,Boone County,"6,206",16.9,"2,113",25.5,"1,405",23.3,"39,779"
5,11,AR,Bradley County,"3,012",27.4,"1,013",39.1,671,36.7,"32,734"
5,13,AR,Calhoun County,902,18,223,23.9,153,22.5,"39,493"
5,15,AR,Carroll County,"4,909",17.9,"1,800",29.7,"1,285",28.5,"36,964"
5,17,AR,Chicot County,"3,357",32.1,"1,106",43.1,755,41.4,"29,541"
5,19,AR,Clark County,"4,285",21.5,"1,204",28.2,839,26.6,"38,504"
5,21,AR,Clay County,"2,981",19.9,859,28.3,586,24.7,"33,826"
5,23,AR,Cleburne County,"3,831",15.2,"1,211",24.1,846,22.3,"40,555"
5,25,AR,Cleveland County,"1,393",16.6,477,24.3,331,21.6,"43,201"
5,27,AR,Columbia County,"5,363",24.1,"1,557",30.9,"1,079",29.5,"37,495"
5,29,AR,Conway County,"3,797",18.3,"1,285",27,838,23.9,"42,348"
5,31,AR,Craighead County,"21,974",22.3,"7,788",30.9,"5,229",29,"42,851"
5,33,AR,Crawford County,"10,152",16.6,"3,685",24.1,"2,600",22.4,"43,466"
5,35,AR,Crittenden County,"13,323",27.3,"5,627",41,"3,875",39.2,"35,455"
5,37,AR,Cross County,"3,779",22.3,"1,330",32.7,930,32.2,"38,597"
5,39,AR,Dallas County,"1,544",21,491,31.5,335,29.8,"34,018"
5,41,AR,Desha County,"3,325",27.3,"1,195",38.3,850,37.4,"33,028"
5,43,AR,Drew County,"4,249",24,"1,137",28.1,750,26,"36,801"
5,45,AR,Faulkner County,"17,140",14.7,"4,714",16.5,"2,865",13.9,"51,436"
5,47,AR,Franklin County,"3,066",17.5,"1,067",25.8,730,23.8,"40,404"
5,49,AR,Fulton County,"2,700",22.6,825,33.8,557,30,"33,347"
5,51,AR,Garland County,"17,929",18.7,"5,542",27.8,"3,742",26.4,"40,621"
5,53,AR,Grant County,"2,382",13.3,792,18.7,557,17.5,"46,067"
5,55,AR,Greene County,"6,994",16.3,"2,419",23,"1,663",21.7,"42,572"
5,57,AR,Hempstead County,"5,383",24.4,"1,964",33.6,"1,371",32.7,"33,136"
5,59,AR,Hot Spring County,"5,815",18.7,"1,963",28.6,"1,305",25.7,"37,831"
5,61,AR,Howard County,"2,497",18.8,"1,005",28.9,705,27.7,"37,336"
5,63,AR,Independence County,"6,695",18.6,"2,229",25.7,"1,527",24.3,"41,085"
5,65,AR,Izard County,"2,756",22,692,28.5,492,27.1,"32,744"
5,67,AR,Jackson County,"3,864",25.1,"1,188",33.6,807,31.5,"32,427"
5,69,AR,Jefferson County,"18,042",26.8,"6,621",39.8,"4,390",36.2,"35,927"
5,71,AR,Johnson County,"4,991",19.7,"1,849",29.1,"1,164",25.8,"34,923"
5,73,AR,Lafayette County,"1,916",27.5,516,37.3,345,32.9,"32,225"
5,75,AR,Lawrence County,"3,742",23,"1,155",30.8,800,28.6,"34,916"
5,77,AR,Lee County,"3,181",39.3,882,46.5,589,43.1,"28,006"
5,79,AR,Lincoln County,"2,958",29,751,30.4,491,26.6,"37,644"
5,81,AR,Little River County,"2,256",18.2,703,25.5,486,23.3,"37,691"
5,83,AR,Logan County,"4,532",21.1,"1,422",30.1,948,27.1,"36,391"
5,85,AR,Lonoke County,"8,704",12.3,"3,297",17.6,"2,236",16.1,"54,459"
5,87,AR,Madison County,"2,803",18,"1,029",28.2,707,26.5,"39,158"
5,89,AR,Marion County,"3,292",20.3,930,33.3,645,31.5,"33,181"
5,91,AR,Miller County,"8,756",20.8,"3,180",31,"2,215",30.6,"40,877"
5,93,AR,Mississippi County,"11,744",27.1,"4,323",37.2,"2,866",33.6,"33,577"
5,95,AR,Monroe County,"2,103",28.1,617,38.7,417,36.2,"30,682"
5,97,AR,Montgomery County,"1,801",20.1,589,34.2,409,31.1,"34,597"
5,99,AR,Nevada County,"2,147",25.1,658,33.5,451,32.3,"30,935"
5,101,AR,Newton County,"1,574",20.1,532,35.1,370,32.5,"35,895"
5,103,AR,Ouachita County,"5,617",23,"1,801",32,"1,201",29.5,"34,971"
5,105,AR,Perry County,"1,751",17.3,594,26.7,414,24.7,"40,556"
5,107,AR,Phillips County,"6,950",35.3,"2,731",50.9,"1,896",50.5,"28,171"
5,109,AR,Pike County,"2,161",20,733,29.8,511,28.1,"36,893"
5,111,AR,Poinsett County,"5,239",21.9,"1,921",33.9,"1,345",32.8,"35,851"
5,113,AR,Polk County,"4,399",22,"1,539",32.9,"1,057",30.4,"33,127"
5,115,AR,Pope County,"10,868",18.3,"3,603",25.3,"2,334",22.7,"39,909"
5,117,AR,Prairie County,"1,526",18.7,444,26.7,311,25.1,"39,896"
5,119,AR,Pulaski County,"61,892",16.1,"21,923",23.8,"14,309",22.2,"45,698"
5,121,AR,Randolph County,"3,141",18.3,"1,059",27.9,747,26.8,"37,761"
5,123,AR,St. Francis County,"7,607",33.4,"2,727",45.8,"1,830",43.3,"30,489"
5,125,AR,Saline County,"9,909",8.7,"3,634",13.4,"2,705",13.4,"55,915"
5,127,AR,Scott County,"2,501",23.7,913,37,622,33.4,"33,202"
5,129,AR,Searcy County,"1,828",23.3,607,38.1,430,36.3,"31,765"
5,131,AR,Sebastian County,"27,549",22.1,"9,734",31.9,"6,761",30.8,"39,907"
5,133,AR,Sevier County,"3,514",20.4,"1,527",30.7,"1,063",29.3,"37,014"
5,135,AR,Sharp County,"3,603",21.6,"1,139",33.5,798,31.6,"32,101"
5,137,AR,Stone County,"3,010",24.4,958,38.6,665,35.7,"30,010"
5,139,AR,Union County,"9,184",23.1,"3,196",33.5,"2,059",29.8,"40,841"
5,141,AR,Van Buren County,"3,647",22,"1,076",33,707,29,"32,975"
5,143,AR,Washington County,"41,097",19.3,"12,139",22,"7,771",20.1,"45,589"
5,145,AR,White County,"14,506",19.4,"4,601",25,"3,158",23.8,"42,044"
5,147,AR,Woodruff County,"1,707",25.1,537,35.9,351,31.7,"29,969"
5,149,AR,Yell County,"3,749",17.4,"1,472",27.2,"1,035",26.1,"37,080"
6,0,CA,California,"6,253,423",16.4,"2,040,811",22.6,"1,424,469",21.9,"61,927"
6,1,CA,Alameda County,"197,984",12.5,"48,750",14.3,"33,524",13.8,"76,996"
6,3,CA,Alpine County,211,19,62,28.2,40,21.7,"53,003"
6,5,CA,Amador County,"4,313",12.9,"1,032",18.6,700,16.8,"54,610"
6,7,CA,Butte County,"48,151",21.9,"10,825",24.3,"7,829",24.2,"42,302"
6,9,CA,Calaveras County,"6,057",13.7,"1,577",20.6,"1,091",18.5,"53,321"
6,11,CA,Colusa County,"3,030",14.3,"1,176",19.9,812,18.7,"48,006"
6,13,CA,Contra Costa County,"115,466",10.5,"35,640",13.8,"25,628",13.3,"80,338"
6,15,CA,Del Norte County,"5,388",22.4,"1,743",31,"1,174",28.9,"41,419"
6,17,CA,El Dorado County,"20,715",11.4,"4,956",13.1,"3,405",11.5,"70,235"
6,19,CA,Fresno County,"261,387",27.5,"104,770",38,"71,200",36.3,"43,338"
6,21,CA,Glenn County,"4,723",17.1,"1,751",23.7,"1,260",23.3,"43,755"
6,23,CA,Humboldt County,"27,609",21,"6,137",23.9,"4,240",23.1,"40,581"
6,25,CA,Imperial County,"40,162",23.6,"15,870",31.3,"11,184",31.2,"38,737"
6,27,CA,Inyo County,"2,533",14,761,20.2,494,18.6,"49,267"
6,29,CA,Kern County,"206,604",24.5,"83,543",32.9,"57,763",31.9,"47,451"
6,31,CA,Kings County,"33,174",24.9,"13,840",33.8,"9,448",32.4,"44,490"
6,33,CA,Lake County,"15,387",24.3,"4,119",32.3,"2,974",32.8,"36,333"
6,35,CA,Lassen County,"4,473",19.4,"1,069",20.3,717,18.7,"49,995"
6,37,CA,Los Angeles County,"1,863,025",18.7,"605,129",26.7,"429,259",26.4,"55,686"
6,39,CA,Madera County,"32,542",22.3,"12,871",30.7,"8,619",28.4,"43,171"
6,41,CA,Marin County,"22,272",8.8,"5,357",10.1,"3,467",8.6,"94,549"
6,43,CA,Mariposa County,"2,830",16.2,726,25,518,24.3,"47,781"
6,45,CA,Mendocino County,"16,256",18.8,"4,924",26.2,"3,270",24.5,"42,840"
6,47,CA,Merced County,"64,585",24.8,"28,341",35.9,"18,269",31.8,"43,818"
6,49,CA,Modoc County,"1,770",20.2,544,31.3,369,28.3,"39,172"
6,51,CA,Mono County,"1,558",11.3,440,16.2,307,15.3,"59,181"
6,53,CA,Monterey County,"70,259",17,"28,122",25.2,"18,945",24.1,"57,428"
6,55,CA,Napa County,"12,317",9,"3,660",12,"2,558",11.2,"71,063"
6,57,CA,Nevada County,"11,193",11.4,"3,043",17.6,"2,164",16.6,"57,118"
6,59,CA,Orange County,"400,252",12.9,"126,952",17.9,"89,899",17.3,"76,061"
6,61,CA,Placer County,"30,490",8.3,"8,188",9.7,"5,108",8,"75,689"
6,63,CA,Plumas County,"2,556",14,679,21.6,468,20.2,"47,964"
6,65,CA,Riverside County,"392,706",17.1,"141,970",23.5,"100,349",22.5,"56,877"
6,67,CA,Sacramento County,"264,955",18.1,"84,938",23.8,"57,267",22.2,"55,803"
6,69,CA,San Benito County,"8,162",14.1,"3,056",19.8,"2,055",17.8,"68,166"
6,71,CA,San Bernardino County,"422,405",20.4,"159,554",28.2,"113,001",27.4,"51,951"
6,73,CA,San Diego County,"467,248",14.7,"135,884",18.9,"93,941",18.6,"66,034"
6,75,CA,San Francisco County,"101,313",12.1,"15,224",13.6,"11,094",15.2,"83,788"
6,77,CA,San Joaquin County,"145,167",20.7,"53,907",27.5,"38,015",26.5,"51,527"
6,79,CA,San Luis Obispo County,"38,048",14.5,"7,765",15.6,"5,259",14.5,"61,775"
6,81,CA,San Mateo County,"56,580",7.5,"15,725",9.8,"10,911",9.5,"100,806"
6,83,CA,Santa Barbara County,"73,600",17.4,"21,781",22.6,"14,859",21.7,"62,116"
6,85,CA,Santa Clara County,"159,553",8.5,"40,118",9.3,"27,769",8.9,"97,219"
6,87,CA,Santa Cruz County,"42,076",16.1,"10,217",19.1,"7,149",18.6,"64,257"
6,89,CA,Shasta County,"26,016",14.7,"7,682",20.3,"5,411",19.7,"43,661"
6,91,CA,Sierra County,409,13.8,88,19,60,16.7,"47,293"
6,93,CA,Siskiyou County,"9,076",21.1,"2,646",30.3,"1,811",28.4,"38,641"
6,95,CA,Solano County,"51,638",12.3,"16,144",16.5,"10,742",15,"67,106"
6,97,CA,Sonoma County,"55,742",11.3,"13,770",13.6,"9,529",12.7,"66,949"
6,99,CA,Stanislaus County,"95,456",18.1,"34,198",23.8,"23,015",22,"50,917"
6,101,CA,Sutter County,"14,485",15.2,"5,200",20.8,"3,584",19.3,"51,827"
6,103,CA,Tehama County,"11,358",18.2,"3,956",26.7,"2,703",24.8,"40,782"
6,105,CA,Trinity County,"2,577",19.9,684,31.7,464,30.8,"34,961"
6,107,CA,Tulare County,"127,305",28.1,"52,542",36.7,"37,023",36.1,"42,360"
6,109,CA,Tuolumne County,"7,177",14.3,"1,813",20.5,"1,239",18.9,"49,476"
6,111,CA,Ventura County,"95,912",11.5,"31,764",15.8,"21,410",14.5,"74,967"
6,113,CA,Yolo County,"39,493",19.5,"7,788",17.5,"5,304",16.4,"54,509"
6,115,CA,Yuba County,"15,693",21.6,"5,802",28.6,"3,802",26.6,"41,403"
8,0,CO,Colorado,"632,987",12.1,"191,679",15.6,"133,066",14.9,"61,324"
8,1,CO,Adams County,"61,384",12.9,"23,203",17.7,"16,220",17.1,"59,316"
8,3,CO,Alamosa County,"3,385",22.5,"1,093",28.6,765,29.6,"38,140"
8,5,CO,Arapahoe County,"68,849",11.2,"23,248",15.6,"16,859",15.4,"65,359"
8,7,CO,Archuleta County,"1,782",14.7,589,26.7,426,26.3,"44,508"
8,9,CO,Baca County,711,20,227,29.6,159,30.2,"36,294"
8,11,CO,Bent County,"1,278",32.3,312,34.4,213,30.7,"35,424"
8,13,CO,Boulder County,"40,299",13.3,"8,576",13.6,"5,863",12.4,"71,546"
8,14,CO,Broomfield County,"2,464",4,956,6.3,659,5.8,"85,885"
8,15,CO,Chaffee County,"2,114",12.4,535,18.7,370,17.5,"48,840"
8,17,CO,Cheyenne County,243,13.4,88,19.8,62,21.3,"52,273"
8,19,CO,Clear Creek County,769,8.5,191,13.7,130,12.4,"69,115"
8,21,CO,Conejos County,"1,888",22.9,663,29.8,469,27.8,"33,998"
8,23,CO,Costilla County,"1,015",28.5,259,40.2,182,36.4,"27,882"
8,25,CO,Crowley County,"1,244",40.5,280,38,195,38,"32,570"
8,27,CO,Custer County,624,14.9,192,30.6,135,26.1,"48,368"
8,29,CO,Delta County,"4,574",15.6,"1,410",22.9,953,20.7,"45,283"
8,31,CO,Denver County,"103,412",15.9,"30,875",22.7,"21,547",23.6,"54,872"
8,33,CO,Dolores County,304,15.4,78,19.5,56,18.5,"44,235"
8,35,CO,Douglas County,"11,740",3.7,"3,592",4.1,"2,448",3.5,"107,250"
8,37,CO,Eagle County,"4,116",7.8,"1,432",11.8,984,11,"76,661"
8,39,CO,Elbert County,"1,408",5.9,478,8.9,327,7.4,"83,603"
8,41,CO,El Paso County,"78,363",12.2,"25,288",15.4,"17,109",14.5,"59,286"
8,43,CO,Fremont County,"7,282",19.1,"1,751",23.5,"1,254",22.4,"41,385"
8,45,CO,Garfield County,"5,777",10.2,"2,084",14.2,"1,433",13.6,"62,529"
8,47,CO,Gilpin County,459,7.9,125,11.6,72,8.5,"64,752"
8,49,CO,Grand County,"1,511",10.4,385,14.5,272,13.3,"59,379"
8,51,CO,Gunnison County,"2,216",14.9,464,16.7,312,15.4,"48,940"
8,53,CO,Hinsdale County,78,10.1,33,25.4,23,26.1,"51,241"
8,55,CO,Huerfano County,"1,385",22,375,37.9,262,35.2,"32,750"
8,57,CO,Jackson County,232,16.6,67,26.9,48,23.9,"45,073"
8,59,CO,Jefferson County,"45,482",8.3,"12,334",10.7,"8,264",9.7,"70,687"
8,61,CO,Kiowa County,187,13.5,56,19.6,38,19.5,"42,310"
8,63,CO,Kit Carson County,"1,080",14.9,365,20.2,262,20.1,"46,394"
8,65,CO,Lake County,"1,158",16,428,25.7,293,24.7,"46,765"
8,67,CO,La Plata County,"5,549",10.7,"1,345",13,942,12.5,"60,658"
8,69,CO,Larimer County,"40,447",12.8,"7,940",12.1,"5,700",11.9,"57,659"
8,71,CO,Las Animas County,"2,314",17.4,698,26.4,493,25.8,"39,625"
8,73,CO,Lincoln County,814,18.3,251,23.7,178,23.9,"41,248"
8,75,CO,Logan County,"3,296",17.7,883,21.4,576,19.3,"45,439"
8,77,CO,Mesa County,"22,155",15.4,"6,344",19.5,"4,126",17.8,"50,106"
8,79,CO,Mineral County,62,8.9,11,12.6,8,15.1,"51,257"
8,81,CO,Moffat County,"1,439",11.2,533,16.1,349,14.4,"56,193"
8,83,CO,Montezuma County,"4,157",16.3,"1,544",26.7,"1,056",25.2,"44,163"
8,85,CO,Montrose County,"6,257",15.5,"2,123",23.4,"1,453",21.4,"46,336"
8,87,CO,Morgan County,"3,718",13.4,"1,376",18.6,946,17.9,"47,631"
8,89,CO,Otero County,"4,686",26,"1,529",34.7,"1,038",32.4,"33,043"
8,91,CO,Ouray County,444,9.6,115,14.7,80,12.9,"57,242"
8,93,CO,Park County,"1,525",9.4,403,15,269,13,"58,487"
8,95,CO,Phillips County,494,11.5,176,16.9,125,16.2,"47,006"
8,97,CO,Pitkin County,"1,228",7,262,9.2,185,8.5,"73,274"
8,99,CO,Prowers County,"2,444",20.9,933,29.9,635,27.7,"39,184"
8,101,CO,Pueblo County,"29,845",19,"9,359",25.3,"6,605",24.2,"41,382"
8,103,CO,Rio Blanco County,700,10.9,259,15.9,197,16.8,"63,184"
8,105,CO,Rio Grande County,"2,087",18.3,839,30.7,594,29.8,"40,593"
8,107,CO,Routt County,"1,997",8.4,483,10.6,342,9.8,"66,846"
8,109,CO,Saguache County,"1,842",29.9,557,40.4,365,37.2,"31,227"
8,111,CO,San Juan County,111,15.5,30,31.9,21,27.3,"40,006"
8,113,CO,San Miguel County,774,9.9,218,14.9,153,14,"59,603"
8,115,CO,Sedgwick County,323,13.9,103,21.7,74,21.1,"44,562"
8,117,CO,Summit County,"2,831",9.7,591,12.5,389,11.6,"68,352"
8,119,CO,Teller County,"2,202",9.5,636,14.8,454,13.4,"62,380"
8,121,CO,Washington County,524,11.4,182,17.4,125,15.7,"45,784"
8,123,CO,Weld County,"28,515",10.5,"9,400",12.8,"6,573",12.3,"61,501"
8,125,CO,Yuma County,"1,394",14,526,19.7,351,18.3,"46,838"
9,0,CT,Connecticut,"375,281",10.8,"113,733",14.9,"78,909",13.7,"70,007"
9,1,CT,Fairfield County,"83,132",9,"26,068",11.8,"18,213",10.9,"85,336"
9,3,CT,Hartford County,"106,078",12.2,"33,866",17.6,"23,177",16.1,"65,809"
9,5,CT,Litchfield County,"14,015",7.7,"3,232",9.1,"2,263",8.2,"73,413"
9,7,CT,Middlesex County,"12,636",7.9,"2,876",9.1,"1,853",7.7,"76,365"
9,9,CT,New Haven County,"108,729",13,"32,909",18.4,"23,230",17.4,"60,387"
